trakt_id,watched_at,show,season,episode,title,imdb_id,trakt_user
7391690549,2021-04-05,The Falcon and the Winter Soldier,1,3,Power Broker,tt9208876,szigony
7391690537,2021-04-05,Solar Opposites,2,5,The Rad Awesome Terrific Ray,tt8910922,szigony
7390260202,2021-04-04,Sky Rojo,1,4,Sex and Blood,tt8690776,szigony
7390260115,2021-04-04,Sky Rojo,1,3,A Whore's Love,tt8690776,szigony
7390013836,2021-04-04,Solar Opposites,2,4,The Emergency Urbanizer,tt8910922,szigony
7390013804,2021-04-04,Sky Rojo,1,2,Alternate Reality,tt8690776,szigony
7389879202,2021-04-04,Young Sheldon,4,12,A Box of Treasure and the Meemaw of Science,tt6226232,szigony
7388929125,2021-04-03,Sky Rojo,1,1,Red Leatherette Sofa,tt8690776,szigony
7388875176,2021-04-03,For All Mankind,2,7,Don't Be Cruel,tt7772588,szigony
7387203866,2021-04-02,For All Mankind,2,6,Best-Laid Plans,tt7772588,szigony
7387082035,2021-04-02,Supernatural,12,23,All Along the Watchtower,tt0460681,szigony
7387081842,2021-04-02,Supernatural,12,22,Who We Are,tt0460681,szigony
7386959924,2021-04-02,Solar Opposites,2,3,The Lake House Device,tt8910922,szigony
7386959885,2021-04-02,Solar Opposites,2,2,The Earth Eraser,tt8910922,szigony
7386283842,2021-04-02,Snowpiercer,2,10,Into the White,tt6156584,szigony
7386283729,2021-04-02,Snowpiercer,2,9,The Show Must Go On,tt6156584,szigony
7386081390,2021-04-02,Nailed It!,5,6,Can't Believe It's Cake!,tt6987788,szigony
7386081364,2021-04-02,Nailed It!,5,5,I've Failed and I Can't Get Up!,tt6987788,szigony
7386081345,2021-04-02,Nailed It!,5,4,Travel Dos and Donuts,tt6987788,szigony
7386081319,2021-04-02,Nailed It!,5,3,We're Gonna Need a Bigger Cake,tt6987788,szigony
7386081272,2021-04-02,Nailed It!,5,2,The Burbank State Fair,tt6987788,szigony
7386081233,2021-04-02,Nailed It!,5,1,An Ungodly Mess,tt6987788,szigony
7386067172,2021-04-02,Solar Opposites,2,1,The Sacred Non-repeating Number,tt8910922,szigony
7381532674,2021-03-30,Paradise PD,3,12,PARADISIS,tt8235236,szigony
7379760652,2021-03-29,Supernatural,12,21,There's Something About Mary,tt0460681,szigony
7379427864,2021-03-29,The Falcon and the Winter Soldier,1,2,The Star-Spangled Man,tt9208876,szigony
7379427596,2021-03-29,Last Week Tonight with John Oliver,8,6,Episode 215: Plastics,tt3530232,szigony
7377635356,2021-03-28,Paradise PD,3,11,What Happens in Twatemala,tt8235236,szigony
7368130210,2021-03-27,Supernatural,12,20,Twigs and Twine and Tasha Banes,tt0460681,szigony
7367421110,2021-03-27,Paradise PD,3,10,Fetal Attraction,tt8235236,szigony
7367421091,2021-03-27,Paradise PD,3,9,The World According to LARP,tt8235236,szigony
7358250690,2021-03-24,Supernatural,12,19,The Future,tt0460681,szigony
7358162035,2021-03-24,Supernatural,12,18,The Memory Remains,tt0460681,szigony
7356490070,2021-03-23,Supernatural,12,17,The British Invasion,tt0460681,szigony
7356395654,2021-03-23,Paradise PD,3,8,Blimp City,tt8235236,szigony
7354688955,2021-03-22,Supernatural,12,16,Ladies Drink Free,tt0460681,szigony
7354688925,2021-03-22,Supernatural,12,15,Somewhere Between Heaven and Hell,tt0460681,szigony
7352320773,2021-03-21,Paradise PD,3,7,Blind Drunk,tt8235236,szigony
7350822409,2021-03-20,Supernatural,12,14,The Raid,tt0460681,szigony
7350747563,2021-03-20,Supernatural,12,13,Family Feud,tt0460681,szigony
7349634214,2021-03-20,Calls,1,1,The End,tt9327706,szigony
7348908288,2021-03-19,Supernatural,12,12,Stuck in the Middle (With You),tt0460681,szigony
7348817469,2021-03-19,For All Mankind,2,5,The Weight,tt7772588,szigony
7348759204,2021-03-19,The Falcon and the Winter Soldier,1,1,New World Order,tt9208876,szigony
7348575321,2021-03-19,Paradise PD,3,6,How the Cookie Crumbles,tt8235236,szigony
7348573821,2021-03-19,Last Week Tonight with John Oliver,8,5,Episode 214: Tucker Carlson,tt3530232,szigony
7346505117,2021-03-18,Supernatural,12,11,Regarding Dean,tt0460681,szigony
7344941248,2021-03-17,Snowpiercer,2,8,The Eternal Engineer,tt6156584,szigony
7344941181,2021-03-17,Paradise PD,3,5,Showdown at the O-bese Corral,tt8235236,szigony
7342919494,2021-03-16,Supernatural,12,10,Lily Sunder Has Some Regrets,tt0460681,szigony
7342852443,2021-03-16,Supernatural,12,9,First Blood,tt0460681,szigony
7342646622,2021-03-16,Chappelle's Show,1,2,Introducing Tyrone Biggums,tt0353049,szigony
7342646581,2021-03-16,Paradise PD,3,4,Trigger Warning,tt8235236,szigony
7341334432,2021-03-15,Supernatural,12,8,LOTUS,tt0460681,szigony
7340494005,2021-03-15,Paradise PD,3,3,Ice Ice Babies,tt8235236,szigony
7338840031,2021-03-14,Supernatural,12,7,Rock Never Dies,tt0460681,szigony
7338720480,2021-03-14,Chappelle's Show,1,1,Black White Supremacist,tt0353049,szigony
7338718356,2021-03-14,Supernatural,12,6,Celebrating the Life of Asa Fox,tt0460681,szigony
7336638195,2021-03-13,Paradise PD,3,2,Top Cops,tt8235236,szigony
7336637954,2021-03-13,Paradise PD,3,1,Fallout,tt8235236,szigony
7336466531,2021-03-13,#blackAF,1,8,"i know you may not get this, but the reason we deserve a vacation is... because of slavery",tt10311562,szigony
7336466483,2021-03-13,#blackAF,1,7,"i know this is going to sound crazy... but this, too, is because of slavery",tt10311562,szigony
7336466430,2021-03-13,Young Sheldon,4,11,"A Pager, a Club and a Cranky Bag of Wrinkles",tt6226232,szigony
7336466344,2021-03-13,#blackAF,1,6,"hard to believe, but still because of slavery",tt10311562,szigony
7333868728,2021-03-12,For All Mankind,2,4,Pathfinder,tt7772588,szigony
7333868628,2021-03-12,#blackAF,1,5,"yo, between you and me... this is because of slavery",tt10311562,szigony
7333868510,2021-03-12,#blackAF,1,4,"yup, you guessed it. again, this is because of slavery",tt10311562,szigony
7333868148,2021-03-12,#blackAF,1,3,still... because of slavery,tt10311562,szigony
7328916954,2021-03-10,#blackAF,1,3,still... because of slavery,tt10311562,szigony
7326447330,2021-03-09,Snowpiercer,2,7,Our Answer for Everything,tt6156584,szigony
7326447153,2021-03-09,Young Sheldon,4,10,Cowboy Aerobics and 473 Grease-Free Bolts,tt6226232,szigony
7326446836,2021-03-09,Last Week Tonight with John Oliver,8,4,Episode 213: Unemployment,tt3530232,szigony
7326446517,2021-03-09,For All Mankind,2,3,Rules of Engagement,tt7772588,szigony
7325218173,2021-03-09,For All Mankind,2,3,Rules of Engagement,tt7772588,szigony
7324072573,2021-03-08,#blackAF,1,2,because of slavery too,tt10311562,szigony
7320396007,2021-03-07,Tribes of Europa,1,6,Chapter 6,tt9184982,szigony
7320395978,2021-03-07,Tribes of Europa,1,5,Chapter 5,tt9184982,szigony
7317537963,2021-03-05,Tribes of Europa,1,4,Chapter 4,tt9184982,szigony
7317466197,2021-03-05,Tribes of Europa,1,3,Chapter 3,tt9184982,szigony
7316441921,2021-03-05,WandaVision,1,9,The Series Finale,tt9140560,szigony
7313480242,2021-03-03,#blackAF,1,1,because of slavery,tt10311562,szigony
7307697600,2021-03-02,Supernatural,12,5,The One You've Been Waiting For,tt0460681,szigony
7307627501,2021-03-02,Supernatural,12,4,American Nightmare,tt0460681,szigony
7307626332,2021-03-02,Snowpiercer,2,6,Many Miles From Snowpiercer,tt6156584,szigony
7306237932,2021-03-02,Last Week Tonight with John Oliver,8,3,Episode 212: Raids,tt3530232,szigony
7302379056,2021-02-28,Supernatural,12,3,The Foundry,tt0460681,szigony
7302219454,2021-02-28,For All Mankind,2,2,The Bleeding Edge,tt7772588,szigony
7302219356,2021-02-28,Supernatural,12,2,Mamma Mia,tt0460681,szigony
7299002599,2021-02-27,WandaVision,1,8,Previously On,tt9140560,szigony
7299002566,2021-02-27,Young Sheldon,4,9,Crappy Frozen Ice Cream and an Organ Grinder's Monkey,tt6226232,szigony
7297832039,2021-02-26,Tribes of Europa,1,2,Chapter 2,tt9184982,szigony
7295691628,2021-02-25,Supernatural,12,1,Keep Calm and Carry On,tt0460681,szigony
7295600309,2021-02-25,Tribes of Europa,1,1,Chapter 1,tt9184982,szigony
7293634268,2021-02-24,For All Mankind,2,1,Every Little Thing,tt7772588,szigony
7293300312,2021-02-24,Trying,1,2,The Ex-Girlfriend,tt10982034,szigony
7290332390,2021-02-23,Snowpiercer,2,5,Keep Hope Alive,tt6156584,szigony
7289992093,2021-02-23,Trying,1,1,Nikki and Jason,tt10982034,szigony
7289963512,2021-02-23,Last Week Tonight with John Oliver,8,2,Episode 211: Meatpacking,tt3530232,szigony
7289951634,2021-02-23,For All Mankind,1,10,A City Upon a Hill,tt7772588,szigony
7289947704,2021-02-23,For All Mankind,1,9,Bent Bird,tt7772588,szigony
7281438471,2021-02-21,For All Mankind,1,8,Rupture,tt7772588,szigony
7281438327,2021-02-21,For All Mankind,1,7,Hi Bob,tt7772588,szigony
7281099568,2021-02-21,Central Park,1,10,A Fish Called Snakehead,tt8129006,szigony
7281099504,2021-02-21,Central Park,1,9,Live it Up Tonight,tt8129006,szigony
7275831244,2021-02-21,Young Sheldon,4,8,An Existential Crisis and a Bear That Makes Bubbles,tt6226232,szigony
7275831231,2021-02-21,Central Park,1,8,Hot Oven,tt8129006,szigony
7274654045,2021-02-20,For All Mankind,1,6,Home Again,tt7772588,szigony
7274291062,2021-02-20,For All Mankind,1,5,Into the Abyss,tt7772588,szigony
7272109358,2021-02-19,For All Mankind,1,4,Prime Crew,tt7772588,szigony
7271945022,2021-02-19,For All Mankind,1,3,Nixon's Women,tt7772588,szigony
7271346015,2021-02-19,WandaVision,1,7,Breaking the Fourth Wall,tt9140560,szigony
7270299994,2021-02-18,Central Park,1,7,"Squirrel, Interrupted",tt8129006,szigony
7270299933,2021-02-18,For All Mankind,1,2,He Built the Saturn V,tt7772588,szigony
7268024526,2021-02-17,For All Mankind,1,1,Red Moon,tt7772588,szigony
7267972959,2021-02-17,Mythic Quest,1,10,Quarantine,tt8879940,szigony
7267891188,2021-02-17,Snowpiercer,2,4,A Single Trade,tt6156584,szigony
7267891138,2021-02-17,Central Park,1,6,Rival Busker,tt8129006,szigony
7267891037,2021-02-17,Central Park,1,5,Dog Spray Afternoon,tt8129006,szigony
7267000561,2021-02-17,Last Week Tonight with John Oliver,8,1,Episode 210: The Next Pandemic,tt3530232,szigony
7261378818,2021-02-15,Mythic Quest,1,9,Blood Ocean,tt8879940,szigony
7261378742,2021-02-15,Mythic Quest,1,8,Brendan,tt8879940,szigony
7261378690,2021-02-15,Mythic Quest,1,7,Permadeath,tt8879940,szigony
7260356584,2021-02-15,Mythic Quest,1,6,Non-Player Character,tt8879940,szigony
7257705052,2021-02-14,The Crown,4,10,War,tt4786824,szigony
7257705032,2021-02-14,The Crown,4,9,Avalanche,tt4786824,szigony
7257704982,2021-02-14,Young Sheldon,4,7,A Philosophy Class and Worms That Can Chase You,tt6226232,szigony
7256432549,2021-02-13,Mythic Quest,1,5,A Dark Quiet Death,tt8879940,szigony
7256432426,2021-02-13,Mythic Quest,1,4,The Convention,tt8879940,szigony
7256131992,2021-02-13,Central Park,1,4,Garbage Ballet,tt8129006,szigony
7255241020,2021-02-13,WandaVision,1,6,All-New Halloween Spooktacular!,tt9140560,szigony
7255240823,2021-02-13,Central Park,1,3,Hat Luncheon,tt8129006,szigony
7253240033,2021-02-12,Mythic Quest,1,3,Dinner Party,tt8879940,szigony
7253240001,2021-02-12,Mythic Quest,1,2,The Casino,tt8879940,szigony
7253008317,2021-02-12,History of Swear Words,1,6,Damn,tt13617060,szigony
7253008094,2021-02-12,The Crown,4,8,48:1,tt4786824,szigony
7251092000,2021-02-11,Central Park,1,2,Skater’s Circle,tt8129006,szigony
7250410268,2021-02-11,Mythic Quest,1,1,Pilot,tt8879940,szigony
7248978315,2021-02-10,Snowpiercer,2,3,A Great Odyssey,tt6156584,szigony
7248657584,2021-02-10,Central Park,1,1,Episode One,tt8129006,szigony
7247076316,2021-02-09,Snowpiercer,2,2,Smolder to Life,tt6156584,szigony
7246350865,2021-02-09,Nailed It! Mexico,3,6,Funny Bakes,tt9708588,szigony
7246350663,2021-02-09,Nailed It! Mexico,3,5,Super Fails,tt9708588,szigony
7244265639,2021-02-08,WandaVision,1,5,On a Very Special Episode...,tt9140560,szigony
7243965598,2021-02-08,Snowpiercer,2,1,The Time of Two Engines,tt6156584,szigony
7240806982,2021-02-06,Snowpiercer,1,10,994 Cars Long,tt6156584,szigony
7240806906,2021-02-06,Snowpiercer,1,9,The Train Demanded Blood,tt6156584,szigony
7238223323,2021-02-05,Snowpiercer,1,8,These Are His Revolutions,tt6156584,szigony
7238070307,2021-02-05,Snowpiercer,1,7,The Universe Is Indifferent,tt6156584,szigony
7235032518,2021-02-04,The Crown,4,7,The Hereditary Principle,tt4786824,szigony
7235032352,2021-02-04,Snowpiercer,1,6,Trouble Comes Sideways,tt6156584,szigony
7235032262,2021-02-04,Snowpiercer,1,5,Justice Never Boarded,tt6156584,szigony
7233231549,2021-02-03,Snowpiercer,1,4,Without Their Maker,tt6156584,szigony
7233231388,2021-02-03,Nailed It! Mexico,3,4,F is for Fail,tt9708588,szigony
7231065292,2021-02-02,Snowpiercer,1,3,Access Is Power,tt6156584,szigony
7231065231,2021-02-02,Snowpiercer,1,2,Prepare to Brace,tt6156584,szigony
7230686959,2021-02-02,Nailed It! Mexico,3,3,Fairy Fails,tt9708588,szigony
7229269250,2021-02-01,Snowpiercer,1,1,"First, the Weather Changed",tt6156584,szigony
7229011260,2021-02-01,Nailed It! Mexico,3,2,Baking Cemetery,tt9708588,szigony
7229011218,2021-02-01,Nailed It! Mexico,3,1,God of Disasters,tt9708588,szigony
7226903698,2021-01-31,WandaVision,1,4,We Interrupt This Program,tt9140560,szigony
7217483547,2021-01-29,Atlanta,2,11,Crabs in a Barrel,tt4288182,szigony
7217164171,2021-01-29,Disenchantment,2,10,Bean Falls Down,tt5363918,szigony
7217164121,2021-01-29,The Crown,4,6,Terra Nullius,tt4786824,szigony
7215533850,2021-01-28,Atlanta,2,10,FUBU,tt4288182,szigony
7215485613,2021-01-28,Atlanta,2,9,North of the Border,tt4288182,szigony
7215329425,2021-01-28,Disenchantment,2,9,The Madness of King Zog,tt5363918,szigony
7214780698,2021-01-28,Disenchantment,2,8,"Hey, Pig Spender",tt5363918,szigony
7214780604,2021-01-28,Atlanta,2,8,Woods,tt4288182,szigony
7213616951,2021-01-27,Atlanta,2,8,Woods,tt4288182,szigony
7212689755,2021-01-27,Atlanta,2,7,Champagne Papi,tt4288182,szigony
7211782862,2021-01-26,Atlanta,2,6,Teddy Perkins,tt4288182,szigony
7211707380,2021-01-26,Atlanta,2,5,Barbershop,tt4288182,szigony
7211637242,2021-01-26,Atlanta,2,4,Helen,tt4288182,szigony
7211370042,2021-01-26,The Crown,4,5,Fagan,tt4786824,szigony
7211369944,2021-01-26,Disenchantment,2,7,Bad Moon Rising,tt5363918,szigony
7211369853,2021-01-26,Atlanta,2,3,Money Bag Shawty,tt4288182,szigony
7207940870,2021-01-25,Atlanta,2,2,Sportin' Waves,tt4288182,szigony
7202794637,2021-01-24,Atlanta,2,1,Alligator Man,tt4288182,szigony
7202792462,2021-01-24,Young Sheldon,4,6,Freshman Orientation And The Inventor Of The Zipper,tt6226232,szigony
7202792139,2021-01-24,WandaVision,1,3,Now in Color,tt9140560,szigony
7186662472,2021-01-23,Lupin,1,5,Chapter 5,tt2531336,szigony
7186662387,2021-01-23,Lupin,1,4,Chapter 4,tt2531336,szigony
7180517996,2021-01-23,Disenchantment,2,6,Last Splash,tt5363918,szigony
7179959491,2021-01-23,Disenchantment,2,5,Freak Out!,tt5363918,szigony
7174228752,2021-01-22,The Crown,4,4,Favourites,tt4786824,szigony
7172775398,2021-01-22,Lupin,1,3,Chapter 3,tt2531336,szigony
7172775296,2021-01-22,Lupin,1,2,Chapter 2,tt2531336,szigony
7158394837,2021-01-21,Disenchantment,2,4,Steamland Confidential,tt5363918,szigony
7158394144,2021-01-21,History of Swear Words,1,5,Pu**y,tt13617060,szigony
7151056046,2021-01-20,Lupin,1,1,Chapter 1,tt2531336,szigony
7150511824,2021-01-20,History of Swear Words,1,4,D**k,tt13617060,szigony
7147457011,2021-01-19,Disenchantment,2,3,Beanie Get Your Gun,tt5363918,szigony
7143431626,2021-01-18,The Crown,4,3,Fairytale,tt4786824,szigony
7140078812,2021-01-17,Doctor Who,0,158,Revolution of the Daleks,tt0436992,szigony
7134610420,2021-01-16,WandaVision,1,2,Don't Touch That Dial,tt9140560,szigony
7134522783,2021-01-16,WandaVision,1,1,Filmed Before a Live Studio Audience,tt9140560,szigony
7133456379,2021-01-16,Disenchantment,2,2,You're the Bean,tt5363918,szigony
7133296503,2021-01-16,Disenchantment,2,1,Subterranean Homesick Blues,tt5363918,szigony
7132029555,2021-01-15,The Big Show Show,1,8,The Big Decision,tt10726356,szigony
7132029142,2021-01-15,Happy!,2,10,Resurrection,tt2452242,szigony
7131962580,2021-01-15,Happy!,2,9,Five Chicken Fingers and a Gun,tt2452242,szigony
7129672791,2021-01-14,Happy!,2,8,A Friend of Death,tt2452242,szigony
7128727594,2021-01-14,The Crown,4,2,The Balmoral Test,tt4786824,szigony
7128727471,2021-01-14,The Big Show Show,1,7,The Big Surprise,tt10726356,szigony
7125181882,2021-01-13,Happy!,2,7,Arlo and Marie,tt2452242,szigony
7125181631,2021-01-13,Happy!,2,6,Pervapalooza,tt2452242,szigony
7124704055,2021-01-13,The Big Show Show,1,6,The Big Party,tt10726356,szigony
7124703986,2021-01-13,The Big Show Show,1,5,The Big Process,tt10726356,szigony
7117974199,2021-01-12,Happy!,2,5,19 Hours and 13 Minutes,tt2452242,szigony
7117283669,2021-01-12,The Big Show Show,1,4,The Big Sinkhole,tt10726356,szigony
7117283642,2021-01-12,The Big Show Show,1,3,The Big Brain,tt10726356,szigony
7117283627,2021-01-12,The Big Show Show,1,2,The Big Punisher,tt10726356,szigony
7097345674,2021-01-10,Happy!,2,4,Blitzkrieg!!!,tt2452242,szigony
7097230369,2021-01-10,The Crown,4,1,Gold Stick,tt4786824,szigony
7096252415,2021-01-10,The Big Show Show,1,1,Prototype,tt10726356,szigony
7092689986,2021-01-10,Happy!,2,3,Some Girls Need a Lot of Repenting,tt2452242,szigony
7091294643,2021-01-09,Happy!,2,2,Tallahassee,tt2452242,szigony
7090461427,2021-01-09,Happy!,2,1,The War on Easter,tt2452242,szigony
7088529267,2021-01-08,Cobra Kai,3,10,December 19,tt7221388,szigony
7088332635,2021-01-08,History of Swear Words,1,3,Bitch,tt13617060,szigony
7087485968,2021-01-08,Best Leftovers Ever!,1,8,Bland to Flavor Bomb,tt13563634,szigony
7086370662,2021-01-07,Cobra Kai,3,9,Feel the Night,tt7221388,szigony
7086370615,2021-01-07,Cobra Kai,3,8,"The Good, The Bad, and The Badass",tt7221388,szigony
7086370554,2021-01-07,Cobra Kai,3,7,Obstáculos,tt7221388,szigony
7086370509,2021-01-07,Best Leftovers Ever!,1,7,Fiesta Feast,tt13563634,szigony
7085530759,2021-01-07,Best Leftovers Ever!,1,6,Welcome to the Neighborhood,tt13563634,szigony
7085530693,2021-01-07,Best Leftovers Ever!,1,5,Down-Home to Uptown,tt13563634,szigony
7082425306,2021-01-06,Cobra Kai,3,6,King Cobra,tt7221388,szigony
7082347422,2021-01-06,Cobra Kai,3,5,Miyagi-Do,tt7221388,szigony
7081360724,2021-01-06,History of Swear Words,1,2,Sh*t,tt13617060,szigony
7079848530,2021-01-05,Cobra Kai,3,4,The Right Path,tt7221388,szigony
7079848485,2021-01-05,Cobra Kai,3,3,Now You're Gonna Pay,tt7221388,szigony
7079138999,2021-01-05,Cobra Kai,3,2,Nature Vs. Nurture,tt7221388,szigony
7079138920,2021-01-05,Best Leftovers Ever!,1,4,Pot Roast to French Toast,tt13563634,szigony
7078552322,2021-01-05,History of Swear Words,1,1,F**k,tt13617060,szigony
7078552048,2021-01-05,Best Leftovers Ever!,1,3,The Holidays!,tt13563634,szigony
7077014493,2021-01-04,Cobra Kai,3,1,Aftermath,tt7221388,szigony
7076808264,2021-01-04,The Handmaid's Tale,3,13,Mayday,tt5834204,szigony
7076014422,2021-01-04,Best Leftovers Ever!,1,2,Game Day Gourmet,tt13563634,szigony
7074041720,2021-01-03,The Handmaid's Tale,3,12,Sacrifice,tt5834204,szigony
7073938473,2021-01-03,The Handmaid's Tale,3,11,Liars,tt5834204,szigony
7073361132,2021-01-03,The Morning Show,1,10,The Interview,tt7203552,szigony
7073361091,2021-01-03,The Morning Show,1,9,Play the Queen,tt7203552,szigony
7073073762,2021-01-03,The Handmaid's Tale,3,10,Witness,tt5834204,szigony
7072995518,2021-01-03,The Handmaid's Tale,3,9,Heroic,tt5834204,szigony
7072364811,2021-01-03,Best Leftovers Ever!,1,1,Fast Food to Fancy,tt13563634,szigony
7071059746,2021-01-02,The Handmaid's Tale,3,8,Unfit,tt5834204,szigony
7070538072,2021-01-02,Nailed It! Mexico,2,6,Sink or Swim,tt9708588,szigony
7070434547,2021-01-02,Nailed It! Mexico,2,5,On the Dance-flour,tt9708588,szigony
7070434484,2021-01-02,Nailed It! Mexico,2,4,Daft Craft,tt9708588,szigony
7063550920,2021-01-01,Nailed It! Mexico,2,3,Parade of Fails,tt9708588,szigony
7063550886,2021-01-01,Nailed It! Mexico,2,2,Flop Art,tt9708588,szigony
7063550868,2021-01-01,Nailed It! Mexico,2,1,Space Oddities,tt9708588,szigony
7063550853,2021-01-01,Nailed It! Mexico,1,5,Sweet Explosion,tt9708588,szigony
8041101651,2021-12-30,Selling Sunset,4,3,Rival Arrival,tt9817298,moana
8041101545,2021-12-30,Selling Sunset,4,2,"New Friends, Old Enemies",tt9817298,moana
8038864694,2021-12-29,Hawkeye,1,5,Ronin,tt10160804,moana
8038864385,2021-12-29,Hawkeye,1,4,"Partners, Am I Right?",tt10160804,moana
8037226676,2021-12-28,Selling Sunset,4,1,Very High Heels to Fill,tt9817298,moana
8037080701,2021-12-28,Hawkeye,1,3,Echoes,tt10160804,moana
8037080662,2021-12-28,Hawkeye,1,2,Hide and Seek,tt10160804,moana
8037080625,2021-12-28,Hawkeye,1,1,Never Meet Your Heroes,tt10160804,moana
8036213408,2021-12-28,Archer,12,8,Mission: Difficult,tt1486217,moana
8036213313,2021-12-28,Archer,12,7,Colt Express,tt1486217,moana
8036213161,2021-12-28,Archer,12,7,Colt Express,tt1486217,moana
8036213146,2021-12-28,Archer,12,6,"Dingo, Baby, Et Cetera",tt1486217,moana
8036213119,2021-12-28,Archer,12,5,Shots,tt1486217,moana
8027715322,2021-12-23,Harry Potter: Hogwarts Tournament of Houses,1,4,The Grand Finale,tt15431326,moana
8027715321,2021-12-23,Harry Potter: Hogwarts Tournament of Houses,1,3,The Wildcard Round,tt15431326,moana
8027715320,2021-12-23,Harry Potter: Hogwarts Tournament of Houses,1,2,Ravenclaw v Slytherin,tt15431326,moana
8027715319,2021-12-23,Harry Potter: Hogwarts Tournament of Houses,1,1,Gryffindor v Hufflepuff,tt15431326,moana
8027700888,2021-12-23,Archer,12,4,Photo Op,tt1486217,moana
8027700863,2021-12-23,Archer,12,3,London Time,tt1486217,moana
8027700837,2021-12-23,Archer,12,2,Lowjacked,tt1486217,moana
8027700788,2021-12-23,Archer,12,1,Identity Crisis,tt1486217,moana
8027700107,2021-12-23,Superstore,4,6,Maternity Leave,tt4477976,moana
8019997583,2021-12-20,Superstore,4,5,Delivery Day,tt4477976,moana
8019997564,2021-12-20,Superstore,4,4,Costume Competition,tt4477976,moana
8019997546,2021-12-20,Superstore,4,3,Toxic Work Environment,tt4477976,moana
8019997513,2021-12-20,Superstore,4,2,Baby Shower,tt4477976,moana
8019997453,2021-12-20,Superstore,4,1,Back to School,tt4477976,moana
8013642829,2021-12-16,Superstore,3,22,Town Hall,tt4477976,moana
8013642707,2021-12-16,Superstore,3,21,Aftermath,tt4477976,moana
8013642095,2021-12-16,Superstore,3,20,Gender Reveal,tt4477976,moana
8013642043,2021-12-16,Superstore,3,19,Lottery,tt4477976,moana
7997927639,2021-12-12,Young Sheldon,5,9,The Yips and an Oddly Hypnotic Bohemian,tt6226232,moana
7997927572,2021-12-12,Superstore,3,18,Local Vendors Day,tt4477976,moana
7997927523,2021-12-12,Superstore,3,17,District Manager,tt4477976,moana
7987582387,2021-12-06,Superstore,3,16,Target,tt4477976,moana
7987582335,2021-12-06,Superstore,3,15,Amnesty,tt4477976,moana
7987582218,2021-12-06,Superstore,3,14,Safety Training,tt4477976,moana
7987582140,2021-12-06,Superstore,3,13,Video Game Release,tt4477976,moana
7987582087,2021-12-06,Superstore,3,12,Groundhog Day,tt4477976,moana
7987582031,2021-12-06,Superstore,3,11,Angels and Mermaids,tt4477976,moana
7987581988,2021-12-06,Superstore,3,10,High Volume Store,tt4477976,moana
7973594938,2021-12-04,Young Sheldon,5,8,The Grand Chancellor and a Den of Sin,tt6226232,moana
7973594917,2021-12-04,Superstore,3,9,Golden Globes Party,tt4477976,moana
7973594849,2021-12-04,Superstore,3,8,Viral Video,tt4477976,moana
7973594833,2021-12-04,Superstore,3,7,Christmas Eve,tt4477976,moana
7973594806,2021-12-04,Superstore,3,6,Health Fund,tt4477976,moana
7973594710,2021-12-04,School of Chocolate,1,8,The Best in Class Is...,tt15172154,moana
7973594700,2021-12-04,School of Chocolate,1,7,Give Me Some Sugar,tt15172154,moana
7973594687,2021-12-04,School of Chocolate,1,6,Flying Chocolate,tt15172154,moana
7969536650,2021-12-01,School of Chocolate,1,5,Bittersweet Surprises,tt15172154,moana
7969536521,2021-12-01,School of Chocolate,1,4,Chocolate Hanging by a Thread,tt15172154,moana
7969536454,2021-12-01,School of Chocolate,1,3,Make It Ooze,tt15172154,moana
7969536402,2021-12-01,School of Chocolate,1,2,Dessert Deception,tt15172154,moana
7969535794,2021-12-01,School of Chocolate,1,2,Dessert Deception,tt15172154,moana
7969535781,2021-12-01,School of Chocolate,1,1,Breaking Molds and Bending Chocolate,tt15172154,moana
7969533395,2021-12-01,Superstore,3,5,Sal's Dead,tt4477976,moana
7969533358,2021-12-01,Superstore,3,4,Workplace Bullying,tt4477976,moana
7969533223,2021-12-01,Superstore,3,3,Part-Time Hires,tt4477976,moana
7962726874,2021-11-30,Superstore,3,2,Brett Is Dead,tt4477976,moana
7961820729,2021-11-29,Young Sheldon,5,7,An Introduction to Engineering and a Glob of Hair Gel,tt6226232,moana
7961820670,2021-11-29,Superstore,3,1,Grand Re-Opening,tt4477976,moana
7953781459,2021-11-26,Superstore,2,22,Tornado,tt4477976,moana
7953781355,2021-11-26,Superstore,2,21,Cheyenne's Wedding,tt4477976,moana
7953781291,2021-11-26,Superstore,2,20,Spring Cleaning,tt4477976,moana
7953781268,2021-11-26,Superstore,2,19,Glenn's Kids,tt4477976,moana
7953781242,2021-11-26,Superstore,2,18,Mateo's Last Day,tt4477976,moana
7953781124,2021-11-26,Superstore,2,17,Integrity Award,tt4477976,moana
7953781050,2021-11-26,Superstore,2,16,Wellness Fair,tt4477976,moana
7953781010,2021-11-26,Superstore,2,15,Super Hot Store,tt4477976,moana
7953780956,2021-11-26,Superstore,2,14,Valentine's Day,tt4477976,moana
7953780905,2021-11-26,Superstore,2,13,Ladies' Lunch,tt4477976,moana
7953780891,2021-11-26,Superstore,2,12,Rebranding,tt4477976,moana
7953780829,2021-11-26,Superstore,2,11,Lost and Found,tt4477976,moana
7953780804,2021-11-26,Superstore,2,10,Black Friday,tt4477976,moana
7953780753,2021-11-26,Superstore,2,10,Black Friday,tt4477976,moana
7953780665,2021-11-26,Superstore,2,9,Seasonal Help,tt4477976,moana
